"","gsis_id","display_name","common_first_name","first_name","last_name","short_name","football_name","suffix","esb_id","nfl_id","pfr_id","pff_id","otc_id","espn_id","smart_id","birth_date","position_group","position","ngs_position_group","ngs_position","height","weight","headshot","college_name","college_conference","jersey_number","rookie_season","last_season","latest_team","status","ngs_status","ngs_status_short_description","years_of_experience","pff_position","pff_status","draft_year","draft_round","draft_pick","draft_team"
"1344","00-0040535","Dalys Beanum","Dalys","Dalys","Beanum","D.Beanum","Dalys",NA,"BEA350583","58981","BeanDa00","138295",NA,"4695407","32004245-4135-0583-1057-23416989df25","2002-10-12","DB","CB","DB","CB",73,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jowdpzqthdrodpnaewlq","South Dakota State","Missouri Valley Football Conference","37",2025,2026,"NO","ACT","RES","Reserve/Future",1,NA,NA,NA,NA,NA,NA
"1345","00-0000939","Aaron Beasley","Aaron","Aaron","Beasley",NA,NA,NA,"BEA432476",NA,"BeasAa20",NA,NA,"957","32004245-4143-2476-3748-5a35e0b1a3dd","1973-07-07","DB","CB",NA,NA,72,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gq7vnop9zpxzpe0zuokf","West Virginia",NA,"37",1996,2004,"ATL","ACT",NA,NA,9,NA,NA,1996,3,63,"JAX"
"1346","00-0029000","Cole Beasley","Cole","Cole","Beasley","C.Beasley","Cole",NA,"BEA434808","38947","BeasCo00","7330","613","15349","32004245-4143-4808-b9d8-45a5d1a5ad73","1989-04-26","WR","WR","WR","SLOT_WR",68,174,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y5r0fhwctl6ljwvmktvu","SMU","Conference USA","9",2012,2023,"NYG","CUT","CUT","PS; Vet",12,"WR","P",NA,NA,NA,NA
"1347","00-0000942","Fred Beasley","Fred","Frederick","Beasley",NA,NA,NA,"BEA438309","23623","BeasFr00","406",NA,"1568","32004245-4143-8309-eea3-e8dea95ca527","1974-09-18","RB","FB",NA,NA,72,246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umrhfjqh3zwaqrj20h48","Auburn",NA,"40",1998,2005,"SF","ACT",NA,NA,8,NA,NA,1998,6,180,"SF"
"1348","BEA470662","John Beasley","John","John","Beasley",NA,NA,NA,"BEA470662",NA,NA,NA,NA,NA,"32004245-4147-0662-f39c-66ba69ac8464","1945-04-06","TE","TE",NA,NA,75,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk7tsmj6bsxea601btsv","California",NA,"0",1974,1974,"NO","ACT",NA,NA,7,NA,NA,NA,NA,NA,NA
"1349","BEA498348","Terry Beasley","Terry","Terry","Beasley",NA,NA,NA,"BEA498348",NA,"BeasTe00",NA,NA,NA,"32004245-4149-8348-8869-c0ae0ab20998","1950-02-05","WR","WR",NA,NA,71,186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lu0iedgnfpuenxlnaezw","Auburn",NA,"0",1974,1975,"SF","ACT",NA,NA,3,NA,NA,NA,NA,NA,NA
"1350","00-0021324","Chad Beasley","Chad","Thomas","Beasley",NA,NA,NA,"BEA520784","27351","BeasCh20",NA,NA,NA,"32004245-4152-0784-9c63-8797f7baa647","1978-11-13","OL","OT",NA,NA,77,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knpbqvhzvghp6gw8rxni","Virginia Tech",NA,"68",2002,2004,"CLE","CUT",NA,NA,3,NA,NA,2002,7,218,"MIN"
"1351","BEA526034","Tom Beasley","Tom","Thomas","Beasley",NA,NA,NA,"BEA526034",NA,"BeasTo20",NA,NA,NA,"32004245-4152-6034-4c61-f98430ce7d7b","1954-08-11","DL","DE",NA,NA,77,253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sncp1ceehiee4en7ywfe","Virginia Tech",NA,"0",1978,1986,"WAS","ACT",NA,NA,9,NA,NA,1977,3,60,"PIT"
"1352","00-0032240","Vic Beasley","Vic","Victor","Beasley","V.Beasley","Vic",NA,"BEA528276","42351","BeasVi00","9441","3856","2512400","32004245-4152-8276-63bb-abe605bebca8","1992-07-08","DL","DE","LB","EDGE",75,246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdtjks6nyd7jdjhev3fn","Clemson","Atlantic Coast Conference","51",2015,2020,"LV","ACT","UFA","Active",6,"ED","A",2015,1,8,"ATL"
"1353","00-0025412","Jon Beason","Jon","Jonathan","Beason",NA,NA,NA,"BEA530518","32218","BeasJo99","3641","1174","10469","32004245-4153-0518-ad9c-69c5d212679b","1985-01-14","LB","MLB",NA,NA,72,232,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bukxgrb2jlza2wfsbosg","Miami",NA,"52",2007,2015,"NYG","RES",NA,NA,9,"LB",NA,2007,1,25,"CAR"
"1354","00-0033936","C.J. Beathard","C.J.","Casey","Beathard","C.Beathard","C.J.",NA,"BEA000000","44916","BeatC.00","11859","5690","2979520","32004245-4100-0000-1302-8b14c2a27740","1993-11-16","QB","QB",NA,NA,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yw8euaevcvwswbx5w27w","Iowa","Big Ten Conference",NA,2017,2025,"DET","DEV","DEV","PS; Vet",9,"QB","A",2017,3,104,"SF"
"1355","BEA553720","Pete Beathard","Pete","Peter","Beathard",NA,NA,NA,"BEA553720",NA,"BeatPe00",NA,NA,NA,"32004245-4155-3720-ebda-d97d479ef1fe","1942-03-07","QB","QB",NA,NA,73,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmbuixascoqfgpsal6qk","USC",NA,"0",1975,1975,"LV","ACT",NA,NA,11,NA,NA,NA,NA,NA,NA
"1356","00-0027036","William Beatty","William","William","Beatty","W.Beatty","Will",NA,"BEA648028","34511","BeatWi20","4983","905","12610","32004245-4164-8028-fd96-9f8a8bb98e2b","1985-03-02","OL","OT",NA,NA,78,319,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfdsdnlhffir7knww7vo","Connecticut",NA,"66",2009,2017,"PHI","ACT","UFA",NA,9,"T",NA,2009,2,60,"NYG"
"1357","BEA664464","Al Beauchamp","Al","Alfred","Beauchamp",NA,NA,NA,"BEA664464",NA,"BeauAl20",NA,NA,NA,"32004245-4166-4464-99b8-b00aa19b4d96","1944-06-25","LB","LB",NA,NA,74,237,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubrjcprx50sedh0ysqol","Southern",NA,"0",1974,1976,"LA","ACT",NA,NA,9,NA,NA,NA,NA,NA,NA
"1358","BEA692150","Joe Beauchamp","Joe","Joseph","Beauchamp",NA,NA,NA,"BEA692150",NA,"BeauJo20",NA,NA,NA,"32004245-4169-2150-c5bd-36cfe30123c7","1944-04-11","DB","DB",NA,NA,72,188,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k1e4eifsqbncgq4kwybl","Iowa State; Northwestern JC (OH)",NA,"0",1974,1975,"CLE","ACT",NA,NA,10,NA,NA,NA,NA,NA,NA
"1359","BEA719836","Doug Beaudoin","Doug","Douglas","Beaudoin",NA,NA,NA,"BEA719836",NA,"BeauDo20",NA,NA,NA,"32004245-4171-9836-fbde-3e49e81f6e04","1954-05-15","DB","SAF",NA,NA,73,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vf4gbao0ztsldixxsvfq","Minnesota",NA,"0",1976,1981,"LAC","ACT",NA,NA,6,NA,NA,1976,9,243,"NE"
"1360","BEA747522","Clayton Beauford","Clayton","Clayton","Beauford",NA,NA,NA,"BEA747522",NA,"BeauCl20",NA,NA,NA,"32004245-4174-7522-5861-c8e5244b3b15","1963-03-01","WR","WR",NA,NA,71,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q2hxz6ulelute9xa3d1v","Auburn",NA,"0",1987,1987,"CLE","ACT",NA,NA,1,NA,NA,1985,10,258,"DET"
"1361","00-0000960","Terry Beauford","Terry","Terry","Beauford",NA,NA,NA,"BEA757272",NA,NA,NA,NA,NA,"32004245-4175-7272-fd6e-608104f74aa5","1968-03-27","OL","G",NA,NA,73,281,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tornjsyyumd0yjhfh76i","Florida A&M",NA,"0",1991,1991,"LAC","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"1362","00-0030426","Steve Beauharnais","Steve","Steven","Beauharnais",NA,NA,NA,"BEA758553","40183","BeauSt00","8018","2260","15988","32004245-4175-8553-1240-143517cfa797","1990-05-02","LB","LB",NA,NA,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s25ludkygcfxnegv6hw9","Rutgers",NA,"90",2013,2014,"WAS","ACT",NA,NA,2,"LB",NA,2013,7,235,"NE"
"1363","00-0038800","Abraham Beauplan","Abraham","Abraham","Beauplan","A.Beauplan","Abraham",NA,"BEA762877","56520","BeauAb00","121720","11127","4686533","32004245-4176-2877-be78-f6eced73ad4a","2000-02-03","LB","LB",NA,NA,74,236,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/juqggt1kbndxugecfjgt","Marshall","Sun Belt Conference","48",2023,2024,"DET","DEV","CUT","Waivers/No Rec.",1,NA,NA,NA,NA,NA,NA
"1364","00-0000965","Aubrey Beavers","Aubrey","Aubrey","Beavers",NA,NA,NA,"BEA792394",NA,"BeavAu20",NA,NA,"7608","32004245-4179-2394-ef13-89f94e5ac78e","1971-08-30","LB","LB",NA,NA,75,231,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwzswt4i3wp5otlijxgc","Oklahoma",NA,"58",1994,1996,"NYJ","ACT",NA,NA,3,NA,NA,1994,2,54,"MIA"
"1365","00-0037285","Darrian Beavers","Darrian","Darrian","Beavers","D.Beavers","Darrian",NA,"BEA794435","54647","BeavDa00","55107","10227","4239121","32004245-4179-4435-46df-ffda0df989a5","1999-07-05","LB","LB","LB","MLB",76,255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rys0ayjfuyf9citmnumt","Cincinnati; Connecticut","American Athletic Conference","43",2022,2023,"NYG","ACT","CUT","Waivers/No Rec.",2,NA,NA,2022,6,182,"NYG"
"1366","BEA802894","Scott Beavers","Scott","Scott","Beavers",NA,NA,NA,"BEA802894",NA,"BeavSc20",NA,NA,NA,"32004245-4180-2894-a44a-25388942b6fc","1967-02-17","OL","G",NA,NA,76,277,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwr7lfrb9sfmbigis7vl","Georgia Tech",NA,"0",1990,1990,"DEN","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"1367","00-0032405","Willie Beavers","Willie","Willie","Beavers","W.Beavers","Willie",NA,"BEA813394","43410","BeavWi00","10755","4834","2587711","32004245-4181-3394-1262-364da1600542","1993-10-02","OL","G","OL","T",77,324,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swol2pcnwfliwfviq3jk","Western Michigan","Mid-American Conference","64",2016,2022,"WAS","CUT","CUT","Waivers/No Rec.",2,"T","A",2016,4,121,"MIN"
"1368","BEB553722","Nick Bebout","Nick","Nicholas","Bebout",NA,NA,NA,"BEB553722",NA,"BeboNi20",NA,NA,NA,"32004245-4255-3722-ebd8-34fbc653a25e","1951-05-05","OL","OT",NA,NA,77,261,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvcsqguhvheqdfpv9bil","Wyoming",NA,"0",1974,1980,"MIN","ACT",NA,NA,8,NA,NA,NA,NA,NA,NA
"1369","00-0000969","Brett Bech","Brett","Brett","Bech",NA,NA,NA,"BEC029249",NA,"BechBr00",NA,NA,"1164","32004245-4302-9249-6d84-242e7f11bcde","1971-08-20","WR","WR",NA,NA,73,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkskbazdwpmo2wc02vhr","LSU",NA,"89",1996,1999,"NO","RES",NA,NA,3,NA,NA,NA,NA,NA,NA
"1370","00-0040729","Jack Bech","Jack","Jack","Bech","J.Bech","Jack",NA,"BEC032624","58263","BechJa00","146771","12418","4603186","32004245-4303-2624-2fe9-8c9449163a50","2002-12-18","WR","WR","WR","WR",73,214,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feplgtl0x1svqen9szwv","TCU; LSU","Big Twelve Conference","18",2025,2026,"LV","ACT","ACT","Active",2,"WR","A",2025,2,58,"LV"
"1371","00-0019457","Anthony Becht","Anthony","Anthony","Becht",NA,NA,NA,"BEC035999","25336","BechAn00","602","6655","2158","32004245-4303-5999-9950-83eb224fbc2d","1977-08-08","TE","TE",NA,NA,78,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fffb8tbtlmzhxgntrrna","West Virginia",NA,"88",2000,2011,"KC","ACT",NA,NA,11,"TE",NA,2000,1,27,"NYJ"
"1372","00-0034959","Andrew Beck","Andrew","Andrew","Beck","A.Beck","Andrew",NA,"BEC046566","48096","BeckAn01","47121","8077","3125107","32004245-4304-6566-b5fa-35b9a8ef10b0","1996-05-15","TE","TE","RB","FB",75,255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgfleml3vlakevf285n3","Texas","Big Twelve Conference",NA,2019,2026,"NYJ","ACT","ACT","Active",7,"FB","A",NA,NA,NA,NA
"1373","BEC122142","Carson Beck","Carson","Carson","Beck",NA,NA,NA,"BEC122142",NA,NA,NA,NA,"4430841","32004245-4312-2142-556e-736a5eb6c7f7","2002-11-19","QB","QB",NA,NA,76,225,NA,"Miami; Georgia",NA,NA,2026,2026,"ARI","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"1374","00-0025427","John Beck","John","John","Beck",NA,NA,NA,"BEC177695","32233","BeckJo00","3656","6714","10484","32004245-4317-7695-669f-0ec465a473d1","1981-08-21","QB","QB",NA,NA,74,217,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqodmof3pebek3cb1qx6","BYU",NA,"12",2007,2012,"HOU","CUT",NA,NA,6,"QB",NA,2007,2,40,"MIA"
"1375","00-0023525","Jordan Beck","Jordan","Jordan","Beck",NA,NA,NA,"BEC189320","29917","BeckJo20","2307",NA,"8504","32004245-4318-9320-9392-045c993853f5","1983-04-18","LB","LB",NA,NA,74,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctbvt4egknvbnvpywpxn","Cal Poly (San Luis Obispo)",NA,"57",2005,2007,"DEN","ACT",NA,NA,2,NA,NA,2005,3,90,"ATL"
"1376","00-0019731","Matt Beck","Matt","Matthew","Beck",NA,NA,NA,"BEC255535",NA,NA,NA,NA,NA,"32004245-4325-5535-eb47-6f560deb08c2","1977-02-16","LB","ILB",NA,NA,75,238,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsfisftnwwcryaeofeg9","California",NA,"55",2000,2000,"LA","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"1377","BEC341999","Dave Becker","Dave","David","Becker",NA,NA,NA,"BEC341999",NA,"BeckDa20",NA,NA,NA,"32004245-4334-1999-70fc-961bad2d4e41","1957-01-15","DB","DB",NA,NA,74,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctkgy8eap8eoyyvix6mc","Iowa",NA,"0",1980,1980,"CHI","ACT",NA,NA,1,NA,NA,1979,12,312,"CHI"
"1378","BEC390856","Doug Becker","Doug","Douglas","Becker",NA,NA,NA,"BEC390856",NA,"BeckDo20",NA,NA,NA,"32004245-4339-0856-a534-761e9796b637","1956-06-27","LB","LB",NA,NA,72,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skncsakhui8kucse1w77","Notre Dame",NA,"0",1978,1978,"BUF","ACT",NA,NA,0,NA,NA,1978,10,268,"PIT"
"1379","BEC488570","Kurt Becker","Kurt","Kurt","Becker",NA,NA,NA,"BEC488570",NA,"BeckKu20",NA,NA,NA,"32004245-4348-8570-5e5e-c3e186f838d1","1958-12-22","OL","G",NA,NA,77,251,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nq9lzsbh72uxs6vw2rqb","Michigan",NA,"0",1982,1990,"CHI","ACT",NA,NA,9,NA,NA,1982,6,146,"CHI"
"1380","00-0035322","Nate Becker","Nate","Nathan","Becker","N.Becker","Nate",NA,"BEC512998","48449","BeckNa00","29141","8280","3125999","32004245-4351-2998-8a22-7cf71db7878c","1996-03-24","TE","TE","TE","TE",77,264,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjfpyjbaz6dfn0alet5h","Miami (Ohio)","Mid-American Conference","84",2019,2020,"BUF","DEV","RES","Waivers/No Rec.",1,"TE","A",NA,NA,NA,NA
"1381","00-0035914","Ryan Becker","Ryan","Ryan","Becker","R.Becker","Ryan",NA,"BEC525213","52816","BeckRy00","47348",NA,"4039553","32004245-4352-5213-f687-dc2bad192e98","1997-12-23","TE","TE","TE","TE",77,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fz6elkcn8kxdksqgeulj","SMU","American Athletic Conference","80",2021,2021,"ATL","CUT","CUT","Waivers/No Rec.",0,NA,NA,NA,NA,NA,NA
"1382","00-0019701","Rogers Beckett","Rogers","Rogers","Beckett",NA,NA,NA,"BEC552756","25352","BeckRo20",NA,NA,"2174","32004245-4355-2756-9c34-8eef62a1c289","1977-01-31","DB","S",NA,NA,74,207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awml2igznzutl4de4aae","Marshall",NA,"45",2000,2004,"CIN","ACT",NA,NA,5,NA,NA,2000,2,43,"LAC"
"1383","00-0036744","Tavante Beckett","Tavante","Tavante","Beckett","T.Beckett","Tavante",NA,"BEC554045","53949","BeckTa00","42663",NA,"4037604","32004245-4355-4045-fe64-815fc245c392","1997-10-21","LB","LB",NA,NA,71,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fnb16egqxsczb8qykv2i","Marshall","Conference USA","59",2021,2021,"DET","DEV","RES","Reserve/Future",0,NA,NA,NA,NA,NA,NA
"1384","00-0021237","Tony Beckham","Tony","Antonio","Beckham",NA,NA,NA,"BEC565651","27247","BeckTo20","1115",NA,"3643","32004245-4356-5651-d7d5-ec61ca6dc3f6","1978-10-01","DB","DB",NA,NA,73,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oztyhtmokcku9agrtptu","Wisconsin-Stout Menomonie",NA,"32",2002,2007,"DET","CUT",NA,NA,5,NA,NA,2002,4,115,"TEN"
"1385","00-0031235","Odell Beckham Jr.","Odell","Odell","Beckham","O.Beckham","Odell",NA,"BEC573252","41238","BeckOd00","8647","2951","16733","32004245-4357-3252-264b-1da3e93d2745","1992-11-05","WR","WR","WR","WR",71,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v","LSU","Southeastern Conference","3",2014,2024,"MIA","CUT","CUT","Waivers/No Rec.",10,"WR","A",2014,1,12,"NYG"
"1386","00-0000979","Ian Beckles","Ian","Ian","Beckles",NA,NA,NA,"BEC586284",NA,"BeckIa20",NA,NA,"7062","32004245-4358-6284-ef35-9fb2ec17a7f7","1967-07-20","OL","G",NA,NA,73,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mgocqnnya0vioeqiihsn","Indiana; Waldorf College",NA,"62",1990,1998,"PHI","ACT",NA,NA,9,NA,NA,1990,5,114,"TB"
"1387","BEC683998","Brad Beckman","Brad","Bradley","Beckman",NA,NA,NA,"BEC683998",NA,"BeckBr00",NA,NA,NA,"32004245-4368-3998-6048-76c5aca900d9","1964-12-31","TE","TE",NA,NA,75,236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/auvkchgcyttkkxyfbv3s","Nebraska-Omaha",NA,"0",1988,1989,"ATL","ACT",NA,NA,2,NA,NA,1988,7,183,"MIN"
"1388","BEC732855","Ed Beckman","Ed","Edwin","Beckman",NA,NA,NA,"BEC732855",NA,"BeckEd00",NA,NA,NA,"32004245-4373-2855-4b05-967d019ad828","1955-01-02","TE","TE",NA,NA,76,229,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqnkswumohyys356lqf8","Florida State",NA,"0",1977,1984,"KC","ACT",NA,NA,8,NA,NA,NA,NA,NA,NA
"1389","00-0035302","Terry Beckner","Terry","Terry","Beckner","T.Beckner","Terry",NA,"BEC791837","47998","BeckTe00","39527","8006","3924310","32004245-4379-1837-7226-f3b23ace0e4b","1997-03-02","DL","DT",NA,NA,76,296,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjr57tvtqyalhpm8fmwl","Missouri",NA,"0",2019,2020,"CHI","CUT","DEV",NA,1,NA,NA,2019,7,215,"TB"
"1390","00-0027070","Travis Beckum","Travis","Travis","Beckum",NA,NA,NA,"BEC798709","34551","BeckTr00","5023","2856","12532","32004245-4379-8709-27bc-b295c30260b6","1987-01-24","TE","TE",NA,NA,75,234,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cuczipjmjbl2vuziaw2c","Wisconsin",NA,"47",2009,2012,"NYG","RES",NA,NA,4,"TE",NA,2009,3,100,"NYG"
"1391","00-0032076","Ben Beckwith","Ben","Benjamin","Beckwith",NA,NA,NA,"BEC799583",NA,"BeckBe00",NA,NA,"2516312","32004245-4379-9583-6a71-045f08434d9e","1991-12-27","OL","G",NA,NA,75,306,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w9snfy4pu8bzy1zf8i1n","Mississippi State",NA,"0",2015,2015,"LAC","CUT",NA,NA,0,NA,NA,NA,NA,NA,NA
"1392","00-0026744","Darry Beckwith","Darry","Darry","Beckwith",NA,NA,NA,"BEC800458",NA,"BeckDa99",NA,NA,"12450","32004245-4380-0458-af68-2a04258385f6","1987-05-15","LB","LB",NA,NA,72,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/keyypjthwtcrnenetzaz","LSU",NA,"0",2009,2011,"NO","DEV",NA,NA,1,NA,NA,NA,NA,NA,NA
"1393","00-0033938","Kendell Beckwith","Kendell","Kendell","Beckwith","K.Beckwith","Kendell",NA,"BEC801682","44919","BeckKe00","11862","5693","3042733","32004245-4380-1682-5c6a-5d0caf133dff","1994-12-02","LB","LB",NA,NA,74,243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x47jmg020ae8hmfnnxvu","LSU",NA,"51",2017,2019,"TB","RSN","RSN",NA,2,"LB",NA,2017,3,107,"TB"
"1394","00-0036284","Mekhi Becton","Mekhi","Mekhi","Becton","M.Becton","Mekhi",NA,"BEC814547","52419","BectMe00","59818","8751","4240090","32004245-4381-4547-3cf4-9d445d134d9a","1999-04-18","OL","OT","OL","G",79,363,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y8g95wptr3ozqhtj6urd","Louisville","Atlantic Coast Conference","73",2020,2026,"LAC","UFA","ACT","Active",7,"G","A",2020,1,11,"NYJ"
"1395","00-0030313","Nick Becton","Nick","Nicholas","Becton","N.Becton","Nick",NA,"BEC819893","40756","BectNi00","8501","2514","16047","32004245-4381-9893-77a3-278575bd5c13","1990-02-11","OL","OT",NA,NA,78,322,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/duv9wuhss8u1svwkldjt","Virginia Tech",NA,"61",2013,2017,"NYG","ACT","CUT",NA,4,"T",NA,NA,NA,NA,NA
"1396","00-0019554","Brad Bedell","Brad","Bradley","Bedell",NA,NA,NA,"BED100654","25518","BedeBr20","699",NA,"2337","32004245-4410-0654-c448-bb018b93a6b0","1977-02-12","OL","G",NA,NA,76,306,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mcojmkufrsy2nyag24fj","Colorado; Mt. San Antonio",NA,"68",2000,2006,"HOU","ACT",NA,NA,5,NA,NA,2000,6,206,"CLE"
"1397","BED127930","Vance Bedford","Vance","Vance","Bedford",NA,NA,NA,"BED127930",NA,"BedfVa20",NA,NA,NA,"32004245-4412-7930-810b-9a9442151802","1958-08-20","DB","DB",NA,NA,71,170,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f9pz3ufj4rrnfnpxyxs4","Texas",NA,"0",1982,1982,"LA","RET",NA,NA,0,NA,NA,1982,5,119,"LA"
"1398","00-0000993","Mike Bedosky","Mike","Mike","Bedosky",NA,NA,NA,"BED567220",NA,NA,NA,NA,NA,"32004245-4456-7220-1128-e93c37fda21b","1971-02-13","OL","G",NA,NA,76,289,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a1z5sgggfntavowqddi2","Missouri",NA,"0",1994,1994,"CLE","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"1399","00-0034939","Ryan Bee","Ryan","Ryan","Bee","R.Bee","Ryan",NA,"BEE031753","48063","BeexRy00","36551","8068","3139448","32004245-4503-1753-bc90-bc07327263e9","1995-11-12","DL","DE",NA,NA,79,280,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zytxju2qw3shjpmde3by","Marshall","Conference USA","92",2019,2020,"WAS","CUT","CUT","Active",1,"DI",NA,NA,NA,NA,NA
"1400","00-0034309","Chad Beebe","Chad","Chad","Beebe","C.Beebe","Chad",NA,"BEE063507","46534","BeebCh00","21528","7453","3047968","32004245-4506-3507-3cdc-cbfa5831d6ca","1994-06-01","WR","WR","WR","SLOT_WR",70,183,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ahab5ps31svdxyb03rc2","Northern Illinois","Mid-American Conference","12",2018,2021,"MIN","RES","CUT","Active",4,NA,NA,NA,NA,NA,NA
"1401","00-0039348","Cooper Beebe","Cooper","Cooper","Beebe","C.Beebe","Cooper",NA,"BEE069507","57194","BeebCo00","99434","11681","4426663","32004245-4506-9507-693b-97777d082707","2001-05-19","OL","G","OL","C",76,330,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiwgl1ijhwrkaz881r9r","Kansas State","Big Twelve Conference","56",2024,2026,"DAL","ACT","ACT","Active",3,"C","A",2024,3,73,"DAL"
"1402","00-0000994","Don Beebe","Don","Donald","Beebe",NA,NA,NA,"BEE075507",NA,"BeebDo00",NA,NA,"6595","32004245-4507-5507-9f6b-dbae9a6e563a","1964-12-18","WR","WR",NA,NA,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nzlopjkas8m5eediym9r","Chadron State; Aurora University; Western Illinois",NA,"82",1989,1997,"GB","RES",NA,NA,9,NA,NA,1989,3,82,"BUF"
"1403","BEE226521","Earl Beecham","Earl","Earl","Beecham",NA,NA,NA,"BEE226521",NA,"BeecEa20",NA,NA,NA,"32004245-4522-6521-ec30-968b4e0aae57","1965-09-08","RB","RB",NA,NA,68,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/exqt1fteqdorqgicsgny","Bucknell",NA,"0",1987,1987,"NYG","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"1404","BEE302028","Willie Beecher","Willie","William","Beecher",NA,NA,NA,"BEE302028",NA,"beechwil01",NA,NA,NA,"32004245-4530-2028-c65c-0f10cde19997","1963-04-14","SPEC","K",NA,NA,70,170,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsgujvmcpxxourgoxu4k","Utah State",NA,"0",1987,1988,"MIA","ACT",NA,NA,2,NA,NA,NA,NA,NA,NA
"1405","00-0000999","Frank Beede","Frank","Frank","Beede",NA,NA,NA,"BEE321666",NA,"BeedFr20",NA,NA,"3998280","32004245-4532-1666-f423-9de4cf81089c","1973-05-01","OL","G",NA,NA,76,296,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjibgbp2mo6ycqna6o3b","Panhandle State",NA,"63",1996,2000,"SEA","ACT",NA,NA,5,NA,NA,NA,NA,NA,NA
"1406","BEE377535","Bruce Beekley","Bruce","Bruce","Beekley",NA,NA,NA,"BEE377535",NA,"BeekBr20",NA,NA,NA,"32004245-4537-7535-a5f5-c49138ce5720","1956-12-15","LB","ILB",NA,NA,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gt8x3h3ersrfjsagwnsg","Oregon",NA,"0",1980,1980,"GB","ACT",NA,NA,1,NA,NA,1979,10,266,"ATL"
